# x
1.499999966472387314e-02 5.000000074505805969e-02 1.499999966472387314e-02
1.499999966472387314e-02 0.000000000000000000e+00 1.499999966472387314e-02
1.654510013759136200e-02 5.000000074505805969e-02 1.475530024617910385e-02
1.793890073895454407e-02 5.000000074505805969e-02 1.404509972780942917e-02
1.904509961605072021e-02 5.000000074505805969e-02 1.293889991939067841e-02
1.975530013442039490e-02 5.000000074505805969e-02 1.154510024935007095e-02
1.999999955296516418e-02 5.000000074505805969e-02 9.999999776482582092e-03
1.975530013442039490e-02 5.000000074505805969e-02 8.454919792711734772e-03
1.904509961605072021e-02 5.000000074505805969e-02 7.061069831252098083e-03
1.793890073895454407e-02 5.000000074505805969e-02 5.954919848591089249e-03
1.654510013759136200e-02 5.000000074505805969e-02 5.244719795882701874e-03
1.499999966472387314e-02 5.000000074505805969e-02 4.999999888241291046e-03
1.345490012317895889e-02 5.000000074505805969e-02 5.244719795882701874e-03
1.206110045313835144e-02 5.000000074505805969e-02 5.954919848591089249e-03
1.095489971339702606e-02 5.000000074505805969e-02 7.061069831252098083e-03
1.024470012634992599e-02 5.000000074505805969e-02 8.454919792711734772e-03
9.999999776482582092e-03 5.000000074505805969e-02 9.999999776482582092e-03
1.024470012634992599e-02 5.000000074505805969e-02 1.154510024935007095e-02
1.095489971339702606e-02 5.000000074505805969e-02 1.293889991939067841e-02
1.206110045313835144e-02 5.000000074505805969e-02 1.404509972780942917e-02
1.345490012317895889e-02 5.000000074505805969e-02 1.475530024617910385e-02
1.654510013759136200e-02 0.000000000000000000e+00 1.475530024617910385e-02
1.793890073895454407e-02 0.000000000000000000e+00 1.404509972780942917e-02
1.904509961605072021e-02 0.000000000000000000e+00 1.293889991939067841e-02
1.975530013442039490e-02 0.000000000000000000e+00 1.154510024935007095e-02
1.999999955296516418e-02 0.000000000000000000e+00 9.999999776482582092e-03
1.975530013442039490e-02 0.000000000000000000e+00 8.454919792711734772e-03
1.904509961605072021e-02 0.000000000000000000e+00 7.061069831252098083e-03
1.793890073895454407e-02 0.000000000000000000e+00 5.954919848591089249e-03
1.654510013759136200e-02 0.000000000000000000e+00 5.244719795882701874e-03
1.499999966472387314e-02 0.000000000000000000e+00 4.999999888241291046e-03
1.345490012317895889e-02 0.000000000000000000e+00 5.244719795882701874e-03
1.206110045313835144e-02 0.000000000000000000e+00 5.954919848591089249e-03
1.095489971339702606e-02 0.000000000000000000e+00 7.061069831252098083e-03
1.024470012634992599e-02 0.000000000000000000e+00 8.454919792711734772e-03
9.999999776482582092e-03 0.000000000000000000e+00 9.999999776482582092e-03
1.024470012634992599e-02 0.000000000000000000e+00 1.154510024935007095e-02
1.095489971339702606e-02 0.000000000000000000e+00 1.293889991939067841e-02
1.206110045313835144e-02 0.000000000000000000e+00 1.404509972780942917e-02
1.345490012317895889e-02 0.000000000000000000e+00 1.475530024617910385e-02
1.499999966472387314e-02 1.562500023283064365e-03 1.499999966472387314e-02
1.499999966472387314e-02 3.125000046566128731e-03 1.499999966472387314e-02
