10.00,-633070.28562240
11.0,-604707.6670272
12.0,-575968.77061532
13.0,-546859.26771588
14.0,-517384.63827178
15.0,-487550.18095844
16.0,-457361.0227186
17.0,-426822.12775055
18.0,-395938.30598402
19.0,-364714.22107586
20.0,-333154.39795494
21.0,-301263.22994407
22.0,-269044.98548417
23.0,-236503.81448475
24.0,-203643.75432293
25.0,-170468.73551138
26.0,-136982.58705487
27.0,-103189.04151315
28.0,-69091.73978727
29.0,-34694.23564496
30.0,0.0
31.0,34987.57504071
32.0,70265.1723492
33.0,105829.54615552
34.0,141677.51862235
35.0,177805.97660431
36.0,214211.86858185
37.0,250892.2017602
38.0,287844.03932435
39.0,325064.49784153
40.0,362550.74480335
41.0,400299.99629987
42.0,438309.5148187
43.0,476576.6071622
44.0,515098.6224766
45.0,553872.95038708
46.0,592897.01923298
47.0,632168.29439787
48.0,671684.27672967
49.0,711442.50104554
50.0,751440.53471757
51.0,791675.97633454
52.0,832146.45443603
53.0,872849.62631496
54.0,913783.1768847
55.0,954944.81760779
56.0,996332.28548258
57.0,1037943.342085
58.0,1079775.7726624
59.0,1121827.38527685
60.0,1164096.00999493
61.0,1206579.4981223
62.0,1249275.72147965
63.0,1292182.57171879
64.0,1335297.95967619
65.0,1378619.81476217
66.0,1422146.08438395
67.0,1465874.73340042
68.0,1509803.74360754
69.0,1553931.11325198
70.0,1598254.85657235
71.0,1642773.00336583
72.0,1687483.59857916
73.0,1732384.701923
74.0,1777474.38750747
75.0,1822750.74349929
76.0,1868211.87179747
77.0,1913855.88772832
78.0,1959680.91975748
79.0,2005685.10921891
80.0,2051866.61005928
81.0,2098223.58859752
82.0,2144754.22329818
83.0,2191456.70455822
84.0,2238329.23450662
85.0,2285370.02681528
86.0,2332577.30652212
87.0,2379949.30986401
88.0,2427484.28412023
89.0,2475180.48746546
90.0,2523036.18883168
91.0,2571049.66777869
92.0,2619219.21437267
93.0,2667543.12907242
94.0,2716019.72262279
95.0,2764647.31595489
96.0,2813424.2400929
97.0,2862348.83606679
98.0,2911419.45483101
99.0,2960634.45718838
100.0,3009992.2137194
101.0,3059491.10471607
102.0,3109129.52012077
103.0,3158905.85946906
104.0,3208818.53183662
105.0,3258865.95579047
106.0,3309046.55934326
107.0,3359358.77991134
108.0,3409801.06427625
109.0,3460371.86854862
110.0,3511069.65813591
111.0,3561892.90771192
112.0,3612840.1011897
113.0,3663909.7316964
114.0,3715100.30155035
115.0,3766410.32224099
116.0,3817838.31440998
117.0,3869382.80783477
118.0,3921042.34141396
119.0,3972815.46315403
120.0,4024700.73015847
121.0,4076696.70861736
122.0,4128801.97379933
123.0,4181015.1100444
124.0,4233334.71075852
125.0,4285759.37840873
126.0,4338287.72452025
127.0,4390918.36967389
128.0,4443649.94350529
129.0,4496481.08470446
130.0,4549410.44101672
131.0,4602436.66924456
132.0,4655558.43524988
133.0,4708774.41395771
134.0,4762083.28936032
135.0,4815483.75452201
136.0,4868974.51158509
137.0,4922554.27177607
138.0,4976221.7554129
139.0,5029975.69191249
140.0,5083814.8197995
141.0,5137737.88671491
142.0,5191743.6494261
143.0,5245830.87383693
144.0,5299998.33499829
145.0,5354244.81712023
146.0,5408569.11358356
147.0,5462970.02695235
148.0,5517446.36898766
149.0,5571996.96066097
150.0,5626620.63216883
151.0,5681316.22294766
152.0,5736082.58168952
153.0,5790918.56635849
154.0,5845823.04420733
155.0,5900794.89179521
156.0,5955832.99500591
157.0,6010936.24906647
158.0,6066103.5585672
159.0,6121333.83748164
160.0,6176626.00918794
161.0,6231979.00649036
162.0,6287391.77164226
163.0,6342863.25636933
164.0,6398392.42189403
165.0,6453978.2389609
166.0,6509619.68786258
167.0,6565315.75846693
168.0,6621065.45024543
169.0,6676867.77230204
170.0,6732721.74340374
171.0,6788626.39201195
172.0,6844580.75631479
173.0,6900583.88426156
174.0,6956634.83359746
175.0,7012732.67190001
176.0,7068876.4766177
177.0,7125065.33510856
178.0,7181313.6932081
179.0,7237651.70863982
180.0,7294063.18487334
181.0,7350547.48434127
182.0,7407103.96920206
183.0,7463732.0013378
184.0,7520430.94235275
185.0,7577200.15357079
186.0,7634038.99603338
187.0,7690946.83049721
188.0,7747923.01743178
189.0,7804966.91701672
190.0,7862077.88913896
191.0,7919255.29339005
191.61,7954007.21311843
192.61,8011377.1176199
193.61,8069044.81980388
194.61,8127115.39016107
195.61,8185719.63522539
196.61,8245017.42439707
197.61,8305201.12271028
198.61,8366499.09809766
199.61,8429179.26480274
200.61,8493552.616383
201.61,8559976.69227709
202.61,8628858.91134316
203.61,8700659.69441316
204.61,8775895.28623795
205.61,8855140.17591183
206.61,8939029.00489985
207.61,9028257.84430192
208.61,9123584.71935888
209.61,9225829.26094151
210.61,9335871.37240314
211.61,9454648.8170941
212.61,9583153.65803075
213.61,9722427.51703347
214.61,9873555.66556543
215.61,10037660.01185824
216.61,10215891.10586932
217.61,10409419.34119094
218.61,10619425.58639867
219.61,10847091.52228098
220.61,11093589.99102309
221.61,11360075.67480841
222.61,11647676.41221919
223.61,11957485.43114128
224.61,12290554.72877859
225.61,12647889.76706233
226.61,13030445.58090328
227.61,13439124.32376983
228.61,13874774.20619131
229.61,14338189.72323374
230.61,14830113.02049903
231.61,15351236.21670728
232.61,15902204.48462299
233.61,16483619.68971512
234.61,17096044.39516938
235.61,17740006.05981836
236.61,18416001.27919063
237.61,19124499.94640328
238.61,19865949.23666012
239.61,20640777.34486227
240.35,21236904.76733719
