Joule_heating,Points_0,Points_1,Points_2
3.50674,0.0176574,0.0397222,0.024339
3.50672,0.0138655,0.04,0.0237275
3.5066,0.0185358,0.0398789,0.0244786
3.5061,0.0121374,0.0387835,0.0243274
3.50597,0.00748169,0.0101652,0.0246269
3.50591,0.0066925,0.0103431,0.0249748
3.50568,0.00141413,0.0323615,0.0243369
3.50551,0.0090267,0.0112057,0.0243151
3.50526,0.00970968,0.0115685,0.0242441
3.50494,0.0129022,0.04,0.0237361
3.50477,0.0198559,0.0395,0.025
3.50435,0.023033,0.010174,0.0244722
3.50428,0.000626269,0.0332158,0.0246049
3.50413,0.0140379,0.0384761,0.0244423
3.50384,1.93312e-05,0.0335222,0.0246377
3.50379,0.0168708,0.0395844,0.024243
3.50351,0.0242103,0.0105,0.025
3.50324,0.000437026,0.0164257,0.0248118
3.50259,0.00881508,0.0390081,0.0247608
3.50247,0.00815886,0.0103194,0.0243656
3.50233,0.00233393,0.0161328,0.025
3.50223,0.023521,0.011185,0.025
3.5021,0.0127138,0.01,0.0229248
3.50181,7.44288e-05,0.0336486,0.0247625
3.50174,0.00704635,0.0122364,0.025
3.50144,0.000618569,0.0335535,0.0248053
3.50108,0.00035477,0.0330897,0.0244378
3.50107,0.0226958,0.0102983,0.0244021
3.50087,0.0232851,0.01,0.0245
3.50047,0.0141727,0.0391067,0.0241597
3.50044,0.00879061,0.010355,0.0241154
3.50039,0.0154631,0.0390622,0.0242842
3.50017,0.000666848,0.0160719,0.025
3.50007,0.0,0.0270045,0.0215529
3.49983,0.00846364,0.039785,0.0246455
3.49961,0.0187768,0.0392518,0.024829
3.49945,0.0103298,0.0384545,0.0246152
3.49928,0.016922,0.0398385,0.0241127
3.49908,0.00820976,0.0105655,0.024414
3.49883,0.0131672,0.0105819,0.0231658
3.49838,0.0173281,0.0381597,0.025
3.49838,0.00862099,0.039603,0.024652
3.49828,0.00789674,0.01,0.0243701
3.49764,0.0120262,0.0397924,0.0238949
3.49763,0.0135771,0.0106858,0.0231796
3.49756,0.018753,0.0388571,0.025
3.49745,0.0,0.032795,0.0240309
3.49727,0.0195032,0.0397357,0.0247925
3.49708,0.02012,0.01,0.0234508
3.49708,0.0163875,0.0397554,0.0240596
3.49701,0.00734513,0.0100191,0.0246368
3.49666,0.000411288,0.0335878,0.0247825
3.49657,0.0162678,0.0394646,0.0241897
3.49622,0.00930627,0.0109799,0.0241521
3.49617,0.000202739,0.0174325,0.0241048
3.49584,0.0112863,0.0111598,0.0237354
3.49576,0.021558,0.0109894,0.0243313
3.49575,0.0238172,0.0108796,0.025
3.49569,0.00811425,0.0394808,0.0248378
3.49565,0.00703987,0.0100873,0.0247822
3.49551,0.0155268,0.0394194,0.0241108
3.49532,0.0235635,0.0103084,0.0247234
3.49501,0.000145913,0.0330036,0.0242726
3.49495,0.0195555,0.039313,0.025
3.49484,0.0197202,0.0399119,0.0247834
3.49474,0.0175464,0.0397923,0.0242588
3.49452,0.00766545,0.0103712,0.0245847
3.49451,0.0088267,0.0395194,0.0246089
3.49438,0.00861703,0.01,0.0240236
3.49427,0.0208806,0.01,0.0236541
3.4942,0.00185875,0.0229476,0.0229057
3.49401,0.000330445,0.016077,0.0249704
3.49397,0.0103813,0.011335,0.0239951
3.49374,0.0115974,0.0106168,0.0234188
3.49353,0.00949956,0.01,0.0236836
3.49353,0.0235087,0.010012,0.0246088
3.49327,0.011838,0.04,0.0238102
3.49297,0.0149525,0.0389615,0.0242686
3.49284,0.0100157,0.0394189,0.0243542
3.49261,0.0,0.0169113,0.0243879
3.49256,0.0100579,0.0106096,0.0237852
3.49246,0.0113542,0.0139099,0.025
3.49162,0.00820852,0.0101729,0.0242757
3.49129,0.0233049,0.0114695,0.025
3.49127,0.00856877,0.04,0.0245
3.49126,0.0184743,0.04,0.0243661
3.49113,0.00200777,0.0328336,0.0246682
3.49055,0.00912871,0.0374189,0.025
3.49051,0.0179582,0.0396064,0.0244428
3.49016,0.0158918,0.0109261,0.0232719
3.48996,0.0161259,0.0396546,0.0240611
3.48967,0.0025391,0.0316282,0.0243813
3.48922,0.000507682,0.0173343,0.0242678
3.48883,0.0147714,0.0104886,0.0230093
3.48814,0.0075845,0.0395,0.025
3.48789,0.0,0.0314756,0.0231333
3.48787,0.0193556,0.0399857,0.0246189
3.48767,0.0189923,0.04,0.0245
3.48756,0.0157893,0.0388342,0.0244139
3.48702,0.00678444,0.0102023,0.0249017
3.48699,0.0192581,0.0390997,0.025
3.48693,0.0091238,0.0395614,0.0245022
3.48669,0.00208816,0.0223553,0.0231381
3.48613,0.0122873,0.0384639,0.024417
3.4861,0.00768581,0.0393158,0.025
3.48608,0.0115847,0.0368944,0.025
3.48591,0.0015824,0.0291429,0.0231257
3.48589,0.0074576,0.0108791,0.0247553
3.48555,0.0176802,0.04,0.0241624
3.48511,0.0145049,0.0392079,0.0241075
3.48508,0.0102256,0.0395521,0.0242538
3.48492,0.000404233,0.0306573,0.0229541
3.48482,0.0104711,0.0396235,0.0241783
3.48474,0.0109203,0.0108929,0.0236782
3.48454,0.0,0.0175049,0.0239331
3.48428,0.00782581,0.0101554,0.0244413
3.48373,-1.0842000000000001e-19,0.0334401,0.0245
3.48359,0.000939613,0.0318007,0.0238475
3.48311,0.00239188,0.0323121,0.0245404
3.48305,0.0231991,0.0101532,0.0245137
3.4823,0.0156943,0.039674,0.0239825
3.48229,0.0005,0.0159748,0.025
3.48228,0.0118476,0.0396312,0.0239658
3.48171,0.0135027,0.037828,0.0246633
3.48138,0.0187034,0.0398793,0.0244822
3.48136,0.017835,0.04,0.0241914
3.48118,0.0241843,0.0101997,0.0248997
3.48108,0.0218343,0.010216,0.0240421
3.48107,0.0,0.0187334,0.0231264
3.48098,0.0131711,0.0385969,0.0243365
3.48096,0.000732886,0.0177457,0.0240695
3.48089,0.0186608,0.0395517,0.0246305
3.48077,0.0160251,0.0394586,0.0241327
3.4804,0.00819041,0.0399761,0.0246526
3.48036,0.0225668,0.01,0.0241733
3.48006,0.0177881,0.0117745,0.0239172
3.47972,0.0194898,0.0399782,0.024646
3.47919,0.00845409,0.0104978,0.0242715
3.47914,0.000813273,0.0217965,0.0223867
3.47844,0.0152225,0.0394585,0.0240328
3.47839,0.00999001,0.0382924,0.0246797
3.47825,0.0117864,0.0386947,0.0243491
3.4779,0.024298,0.0103378,0.0249729
3.47757,-1.0842000000000001e-19,0.0167152,0.0245
3.47751,0.0177312,0.0398256,0.0242561
3.47748,0.00685618,0.011153,0.025
3.47714,0.00975524,0.04,0.0241423
3.47714,0.00778713,0.0391049,0.025
3.47711,0.0196252,0.01,0.0233004
3.47709,0.0110603,0.0388558,0.0243618
3.47694,0.0110467,0.0397109,0.0240283
3.47686,0.0181257,0.04,0.0242522
3.47624,0.00879165,0.0398507,0.0244838
3.47614,0.0185036,0.0134844,0.025
3.47604,0.0237935,0.0100395,0.0246948
3.47542,0.0179939,0.04,0.0242192
3.47537,0.00891822,0.04,0.0243621
3.47525,0.000918217,0.0225307,0.0222873
3.47501,0.0075465,0.01,0.0245
3.47496,0.0190508,0.0397866,0.0246092
3.47493,0.0230801,0.01,0.0243539
3.47486,0.0127254,0.0384174,0.0244064
3.47478,0.0124631,0.0396047,0.0239108
3.47422,0.0229532,0.0118739,0.025
3.47401,0.0224177,0.0103572,0.0242974
3.47394,0.0167158,0.0391133,0.0244027
3.47298,0.0077748,0.0105871,0.0245606
3.47293,0.00260083,0.0177024,0.0244648
3.47293,0.00099983,0.0275886,0.0223267
3.47286,0.00733753,0.0105773,0.0247322
3.47274,0.0229347,0.0105469,0.0245548
3.47268,0.000413961,0.0329806,0.0243407
3.47246,0.000614492,0.0318336,0.0236913
3.47244,0.024112,0.0106729,0.025
3.47211,0.000869058,0.0333442,0.0246957
3.4717,0.0218654,0.0107358,0.0242831
3.47138,0.0216434,0.01,0.0238528
3.47092,0.0221037,0.0109151,0.0244261
3.47077,0.0200663,0.0397994,0.0249004
3.47025,0.0140238,0.0109921,0.023277
3.47021,0.00969163,0.0384163,0.0246841
3.46998,0.0,0.0171495,0.0241762
3.46992,0.0210421,0.0109027,0.0241192
3.46973,0.00659486,0.0105,0.025
3.46943,0.00129655,0.016806,0.0246545
3.46931,0.012517,0.0106752,0.0232568
3.46914,0.00960025,0.0398296,0.0242516
3.46905,0.00128393,0.0326821,0.0244152
3.46882,0.0180719,0.039856,0.0243062
3.46879,0.00192041,0.0259252,0.0228027
3.46876,0.00789215,0.0388733,0.025
3.46875,0.00314171,0.0287657,0.0240537
3.46835,0.00771627,0.0116364,0.0247436
3.46831,0.00986157,0.0370017,0.025
3.46812,0.00996927,0.0391114,0.0244338
3.46808,0.0159557,0.0397523,0.023954
3.46806,0.0239262,0.0100952,0.0247935
3.46768,0.0298023,0.0243371,0.0248983
3.46736,0.0298031,0.0241455,0.0248977
3.4671,0.0141524,0.0397413,0.0238049
3.46707,0.00677288,0.0108829,0.025
3.46637,0.00832457,0.0392731,0.0247884
3.46608,0.000353742,0.0169222,0.0244707
3.46601,0.0299105,0.0240632,0.0247855
3.4654,0.0114728,0.0385327,0.0244171
3.46535,0.0104109,0.0398361,0.0240701
3.46532,0.00697009,0.0129248,0.025
3.46515,0.0162874,0.010529,0.0230428
3.46498,0.00790062,0.0399197,0.0247718
3.46486,0.0191349,0.04,0.0245
3.46461,0.0197536,0.0393138,0.025
3.46458,0.0298201,0.0237468,0.0248841
3.46454,0.00941005,0.0398447,0.0242872
3.46437,0.0298201,0.0233305,0.0248841
3.46411,0.02992,0.0242566,0.0247713
3.46392,0.00828433,0.0380482,0.025
3.46387,0.0298031,0.0239516,0.0248976
3.46383,0.0201556,0.0396574,0.0249746
3.46374,0.0299074,0.0244497,0.0247898
3.46373,0.022697,0.010512,0.0244466
3.46368,0.00761882,0.0112384,0.0247219
3.46351,0.0233568,0.010348,0.0246324
3.46336,0.000341607,0.0340047,0.0249742
3.46268,0.00835812,0.0112627,0.0244807
3.46251,0.013523,0.04,0.0236614
3.46244,0.000189395,0.0161973,0.0248918
3.46239,0.0,0.0324949,0.0237553
3.46232,0.0171776,0.0398285,0.0241112
3.4622,0.0298059,0.023538,0.0248955
3.46217,0.0299142,0.0236203,0.02478
3.46207,0.0206206,0.0109354,0.0240117
3.4617,0.0142743,0.0114541,0.0235083
3.46132,0.00198993,0.0176349,0.0243714
3.46126,0.00668705,0.0106795,0.025
3.4612,0.0180978,0.0396912,0.0243877
3.46089,0.00229965,0.0235702,0.0231086
3.46071,0.0299079,0.0248104,0.0247892
3.46054,0.0299053,0.024629,0.0247928
3.4603,0.0297966,0.024529,0.0249025
3.45973,0.0136035,0.0384476,0.0243753
3.45971,0.0186258,0.04,0.0243649
3.4595,0.00922024,0.0106598,0.0240204
3.45922,0.012285,0.0391851,0.0240887
3.45885,0.000309015,0.017209,0.0242465
3.4586,0.00704398,0.0103502,0.0247937
3.45842,0.0200539,0.0395,0.025
3.45833,0.0299133,0.0238963,0.0247814
3.45821,0.00169001,0.0179233,0.024192
3.45814,0.0299143,0.0234693,0.02478
3.45733,0.0172202,0.0395954,0.0242341
3.45719,0.0297968,0.0247197,0.0249024
3.45707,0.0299306,0.0237575,0.0247541
3.45695,0.000138557,0.0171095,0.0242499
3.45691,0.0298028,0.024915,0.0248979
3.45672,0.000940826,0.0160607,0.025
3.45631,0.0299142,0.0231956,0.0247801
3.45626,0.00749226,0.0396644,0.0249722
3.45614,0.00335488,0.0296889,0.0243064
3.45596,0.00150299,0.0234803,0.0225258
3.45587,0.0183537,0.0385003,0.025
3.45584,0.0118143,0.0379045,0.0246029
3.45557,0.000299026,0.0337386,0.0248083
3.45547,0.00170399,0.0160462,0.025
3.4552,0.0125382,0.0386793,0.0242786
3.45491,0.0298056,0.0231219,0.0248957
3.45436,0.0084241,0.04,0.0245
3.45413,0.0299139,0.0230424,0.0247805
3.45313,0.00945576,0.0391649,0.0245023
3.45307,0.0198649,0.0399285,0.0247577
3.45284,0.00092007,0.0299563,0.0229249
3.45282,0.000587986,0.0330521,0.0244196
3.45259,0.0154781,0.039727,0.0238856
3.45183,0.0179079,0.0397784,0.0242822
3.4518,0.0299311,0.0233333,0.0247533
3.45177,0.00040652,0.0179683,0.0237689
3.4517,0.0240784,0.0100923,0.0247895
3.45161,0.0298184,0.0229139,0.0248855
3.4512,0.0194483,0.0390982,0.025
3.45109,0.0131049,0.0388643,0.0241801
3.45103,0.0149846,0.0391775,0.024106
3.45065,0.00388475,0.0235003,0.0243676
3.45047,0.0189532,0.0388082,0.025
3.45014,0.0183144,0.0396385,0.0244512
3.45003,0.00649945,0.0103409,0.024974
3.44988,0.022686,0.0101659,0.024269
3.44982,0.0157304,0.0391335,0.0242064
3.44963,0.0128468,0.0110139,0.0233596
3.44931,0.0111207,0.0105984,0.0234526
3.44928,0.0299197,0.0250115,0.0247718
3.44917,0.00926612,0.04,0.024232
3.44915,0.0196424,0.0399777,0.0246478
3.44876,0.000199165,0.0339167,0.0248994
3.44873,0.00142323,0.0338284,0.025
3.44808,0.0079926,0.0103794,0.0243862
3.4477,7.56588e-05,0.0163302,0.0247645
3.44764,2.09863e-05,0.0164725,0.0246433
3.44753,0.0,0.032237,0.0235516
3.44737,0.00760619,0.0398015,0.0248989
3.44736,0.0211854,0.01,0.0236809
3.4469,0.0298045,0.0251149,0.0248966
3.44657,0.00921833,0.0398599,0.024305
3.44645,0.0228554,0.0101693,0.0243273
3.44629,0.00077,0.0304475,0.0230237
3.44628,0.00129491,0.0286824,0.0227457
3.44615,0.00799287,0.0396855,0.0247742
3.44609,0.00148634,0.0217095,0.0227998
3.44575,0.0299782,0.0239785,0.0246459
3.4457,0.00165104,0.0319231,0.0241304
3.44556,0.0,0.0330809,0.0241729
3.44553,0.0206475,0.0116462,0.0243197
3.44527,0.00930679,0.0104144,0.0238766
3.44526,0.0139076,0.0381584,0.0244916
3.44461,0.0299785,0.0241303,0.0246451
3.44459,0.019133,0.0393074,0.02481
3.44445,0.0196543,0.0397047,0.0247756
3.44443,0.0114759,0.0381638,0.0245177
3.44429,0.00869572,0.0114206,0.0243928
3.44354,0.00827039,0.0397901,0.0246394
3.44353,0.00888659,0.039247,0.0246048
3.44306,0.0296664,0.0234279,0.0249715
3.44252,0.0193574,0.0394584,0.0247973
3.44231,0.0190971,0.01,0.0231365
3.44231,0.0150343,0.038115,0.0245886
3.44186,0.0296654,0.0238318,0.0249719
3.44135,0.0170889,0.04,0.0239689
3.44114,0.0188913,0.039859,0.0244757
3.44029,0.0299775,0.0244,0.0246483
3.44002,0.0296593,0.0242276,0.024974
3.44,0.0195774,0.0395257,0.0248249
3.4399,0.0111284,0.0120165,0.0240614
3.43974,0.0299102,0.0252236,0.0247859
3.43957,0.00720416,0.0100125,0.0246112
3.4392,0.0165412,0.04,0.0238666
3.43909,0.0240135,0.0108585,0.025
3.439,0.0221657,0.0116157,0.0246666
3.43883,0.00949967,0.0118868,0.0243062
3.4388,0.0296603,0.0240313,0.0249736
3.43873,0.00678349,0.0118213,0.025
3.43872,0.029976,0.024553,0.024653
3.43862,0.0237453,0.0111702,0.025
3.43861,0.029976,0.0247103,0.0246531
3.43839,0.0200068,0.0399109,0.0247849
3.43835,0.0,0.0177184,0.0237059
3.43807,0.000353237,0.0327891,0.0241274
3.43797,0.0222177,0.0103993,0.0242032
3.43785,0.0137659,0.0392024,0.0240101
3.43778,0.0122412,0.0397388,0.0238134
3.43777,0.0184077,0.0112822,0.0236809
3.43774,0.00279746,0.0275609,0.0235976
3.43771,0.00790192,0.0395244,0.0248304
3.43759,0.029666,0.0236316,0.0249717
3.43722,0.000267733,0.0330812,0.0242998
3.43704,0.00136728,0.0320124,0.0240608
3.43659,0.0244082,0.0105,0.025
3.43651,0.0298039,0.0253217,0.0248971
3.4353,0.0108446,0.0112651,0.0237906
3.43505,0.00144174,0.0316408,0.0239093
3.43469,0.0299792,0.0231162,0.0246429
3.43447,0.0299795,0.023552,0.0246418
3.43426,0.0299813,0.0236896,0.0246354
3.4339,0.00791417,0.0385087,0.025
3.4334,0.012285,0.0367359,0.025
3.43337,0.0187657,0.04,0.0243545
3.43329,0.00686569,0.010091,0.0247876
3.43308,0.0299777,0.0248679,0.0246477
3.43301,0.0191485,0.0388593,0.025
3.433,0.0296577,0.0244224,0.0249745
3.43286,0.0297995,0.0227146,0.0249004
3.4328,0.0234401,0.01,0.0245
3.43265,0.01072,0.0396015,0.0240685
3.43263,0.00956893,0.04,0.0241263
3.43245,0.019003,0.0106573,0.0234518
3.4324,0.0199104,0.0113728,0.0240104
3.43207,0.00775711,0.01,0.0243399
3.43204,0.0299175,0.0254438,0.0247752
3.43187,0.00876596,0.04,0.0243614
3.43187,0.0166867,0.0397436,0.0240163
3.43178,0.0299299,0.0229042,0.0247553
3.4316,0.0297952,0.0225313,0.0249036
3.43154,0.00747678,0.0104138,0.0245957
3.43148,0.0202557,0.0397976,0.0249018
3.4309,0.0296662,0.0232266,0.0249716
3.43065,0.0192783,0.0397657,0.0246126
3.43052,0.0299855,0.0242664,0.0246194
3.43043,0.0298023,0.0255256,0.0248982
3.43007,0.0299809,0.0232612,0.0246367
3.43002,0.0158407,0.0113543,0.0234252
3.43,0.0149097,0.012421,0.0240259
3.42991,0.023078,0.0110041,0.0247152
3.42975,0.00913391,0.04,0.0242399
3.42973,0.0296653,0.0230233,0.0249719
3.42969,0.0192901,0.04,0.0245
3.4296,0.00741655,0.01,0.0245
3.42952,0.00812175,0.01,0.0241534
3.42949,0.00708046,0.0100194,0.024638
3.42929,0.000328001,0.0329472,0.0242157
3.42921,0.0299809,0.0238324,0.0246368
3.4292,0.0299116,0.0227679,0.0247839
3.42919,0.00730253,0.0101451,0.0246026
3.42915,0.000476449,0.0194118,0.0229636
3.42887,0.0297986,0.0223482,0.0249011
3.42883,0.0099274,0.039635,0.0242027
3.4288,0.0212877,0.0114071,0.0243486
3.42879,0.0227807,0.01,0.0241848
3.42851,0.0296561,0.024618,0.024975
3.42841,0.0108724,0.039441,0.0241028
3.4281,0.017762,0.0105385,0.0231635
3.42791,0.0199513,0.0393128,0.025
3.4278,0.0235978,0.01,0.0245
3.42749,0.0203516,0.0396581,0.0249744
3.42743,0.0125931,0.039071,0.0240737
3.4271,0.0299062,0.0226109,0.0247916
3.42702,0.00904827,0.0116335,0.024328
3.42691,0.000990708,0.0339159,0.025
3.42662,0.0194626,0.039851,0.0246195
3.42644,0.00964879,0.0112623,0.0240605
3.42625,0.0222809,0.010188,0.0241058
3.42621,0.0172754,0.0385977,0.0246803
3.42603,0.00803796,0.0399775,0.0246482
3.42593,0.0299059,0.0224497,0.024792
3.42565,0.0296579,0.0248142,0.0249744
3.42536,0.0162662,0.0375073,0.025
3.42518,0.000715967,0.026233,0.0218609
3.42517,0.00738657,0.0395,0.025
3.425,0.0148146,0.0393839,0.0239533
3.42487,0.00916931,0.0393101,0.0244893
3.42412,0.0,0.0333689,0.0243535
3.42409,0.00939737,0.04,0.0241599
3.42406,0.029908,0.0257094,0.0247891
3.42397,0.000124999,0.0332135,0.024309
3.42396,0.0132541,0.0391264,0.0240227
3.42372,0.0232236,0.01,0.0243647
3.42342,0.00972419,0.039676,0.0242239
3.42334,0.0183883,0.0117044,0.023885
3.42324,0.000682632,0.0170202,0.0244071
3.42271,0.0299812,0.0234106,0.0246358
3.42269,0.00135254,0.0246811,0.022279
3.42266,0.0102906,0.0391049,0.024317
3.4217,0.0296602,0.0250117,0.0249736
3.42138,0.0132143,0.04,0.0236066
3.42132,0.0153128,0.04,0.0236813
3.42122,0.0106978,0.0105322,0.0234846
3.42117,0.00979762,0.0124523,0.024397
3.42109,0.000962554,0.0183119,0.0237495
3.42104,0.0299781,0.0251463,0.0246462
3.42096,0.00837507,0.0108094,0.0243189
3.42081,0.0137112,0.0114131,0.0234534
3.42039,0.0185496,0.0396964,0.0244367
3.42008,0.000166201,0.032919,0.0240999
3.42,0.0182581,0.04,0.0241962
3.41955,0.0297757,0.0257017,0.0249171
3.41904,0.00837391,0.0395508,0.0246431
3.41896,0.0296632,0.0228251,0.0249726
3.41872,0.019852,0.0102873,0.0234305
3.41822,0.000888087,0.0234522,0.0220221
3.41807,0.0244976,0.0103306,0.0249704
3.41799,0.0078058,0.0103701,0.0244272
3.41787,0.029816,0.0221502,0.0248875
3.41781,0.0203028,0.0112656,0.0240296
3.4178,0.0074887,0.0393148,0.025
3.4176,0.0237489,0.010606,0.0248001
3.41723,0.0202518,0.0395,0.025
3.41693,0.0196542,0.0391001,0.025
3.41664,0.0137247,0.01,0.0226955
3.41643,0.01899,0.0117128,0.0239781
3.41636,0.0172762,0.0105863,0.0231068
3.41616,0.0162259,0.0388932,0.0243397
3.41539,0.00862124,0.0398905,0.0244363
3.41509,0.0237277,0.01,0.0245
3.41493,0.0182671,0.0398304,0.0242844
3.4148,0.0299854,0.0250051,0.0246198
3.41453,0.000694465,0.0339953,0.025
3.41453,0.0177065,0.0380414,0.025
3.41453,0.0174167,0.0398115,0.0240955
3.4145,0.0299775,0.0253053,0.0246484
3.41439,0.029661,0.0252111,0.0249734
3.41437,0.00854243,0.037308,0.025
3.41404,0.0297992,0.0258748,0.0249006
3.41398,0.00903061,0.0387212,0.0246669
3.41395,0.0106848,0.0116788,0.0239637
3.41356,0.029911,0.0222921,0.0247848
3.41348,0.000635066,0.0162685,0.024813
3.41324,1.26961e-05,0.0336616,0.024612
3.41317,0.00781278,0.0397377,0.0247921
3.41317,0.015354,0.0378687,0.0246908
3.41296,0.0299112,0.0259299,0.0247845
3.41287,0.00893236,0.0397062,0.0244058
3.4123,0.000213362,0.01697,0.0243128
3.41224,0.0,0.016787,0.0243582
3.41185,0.00771243,0.0399089,0.0247877
3.41182,0.00659929,0.0102003,0.0249002
3.41117,0.000360708,0.0326217,0.0239712
3.41077,0.000452516,0.0165683,0.0246294
3.41074,0.00766273,0.0101688,0.0244233
3.41051,0.00668122,0.0114114,0.025
3.41049,0.0119966,0.0391083,0.0240737
3.41048,0.0296596,0.0254104,0.0249739
3.41046,0.0299811,0.0229729,0.0246363
3.41015,0.00759184,0.0391012,0.025
3.41002,0.0076971,0.0388108,0.025
3.41002,0.0132019,0.0112433,0.0233863
3.4099,-1.0842000000000001e-19,0.0165562,0.0245
3.40985,0.00904102,0.0398582,0.0243033
3.40972,0.00965554,0.0142068,0.025
3.40945,0.01942,0.04,0.0245
3.40942,0.029656,0.0224355,0.024975
3.40884,0.00845728,0.0398704,0.0244899
3.40877,0.0176609,0.0393303,0.0243847
3.40839,0.0239252,0.0110783,0.025
3.40792,0.0296563,0.022629,0.0249749
3.40782,0.0189142,0.04,0.0243505
3.40772,0.000208714,0.0335793,0.0246152
3.40765,0.00828044,0.04,0.0245
3.40728,0.00875074,0.0396379,0.0244804
3.40724,0.0118616,0.0109806,0.0234275
3.40721,0.0106051,0.0388546,0.0243293
3.40689,0.0299808,0.0228257,0.0246373
3.40684,0.0230734,0.0103981,0.0244714
3.40643,0.0237816,0.0102471,0.0246932
3.40642,0.00933912,0.0384942,0.0246478
3.40641,0.0005,0.0340964,0.025
3.40637,0.0296618,0.0222405,0.0249731
3.40619,0.0187722,0.0108926,0.0234949
3.40614,0.0182608,0.0104209,0.0231502
3.406,0.00859098,0.0392798,0.0246317
3.40588,0.0,0.0299127,0.0222195
3.40537,0.00688852,0.014069,0.025
3.4052,0.0186726,0.0393328,0.0246197
3.40514,0.0163288,0.0115517,0.0235334
3.40499,0.0134998,0.0388351,0.0241258
3.40403,0.0299763,0.0255858,0.0246522
3.40395,0.000453167,0.0332295,0.0244287
3.40394,0.0201704,0.0399067,0.0247909
3.40379,0.0239497,0.0103486,0.0247878
3.40359,0.0198309,0.039747,0.0247492
3.40354,0.000164254,0.0172587,0.0240654
3.40349,0.0298179,0.0260854,0.0248859
3.40332,0.0299775,0.0226801,0.0246483
3.40297,0.00664537,0.0111067,0.025
3.4029,0.00687865,0.010389,0.0248064
3.40274,8.7861e-05,0.0338393,0.0247831
3.40223,0.00953224,0.0396037,0.0242695
3.40216,0.0197931,0.0399803,0.0246388
3.40199,0.0113184,0.0397437,0.0238668
3.40193,0.000885894,0.0330058,0.0244062
3.40159,0.000570331,0.0328905,0.0242319
3.40096,0.0086269,0.04,0.0243622
3.40078,0.0158062,0.0393875,0.0240167
3.40053,0.018865,0.0395506,0.0245593
3.40024,0.0113085,0.0390881,0.0241396
3.40016,0.00798672,0.0392864,0.0248092
3.40007,0.0299765,0.0225303,0.0246514
3.40002,0.000742293,0.0321372,0.0238224
3.39987,0.03,0.024051,0.0245
3.3998,0.0016476,0.0166457,0.0246716
3.39978,0.0105325,0.04,0.0238755
3.39969,0.0187433,0.0397079,0.0244493
3.39928,0.0107664,0.0365875,0.025
3.39891,0.0104899,0.014189,0.025
3.39871,0.00927608,0.0396812,0.0242993
3.39864,0.0151267,0.0108025,0.0230524
3.39801,0.0299848,0.0254472,0.0246221
3.39788,0.03,0.0244899,0.0245
3.39785,0.020446,0.0398032,0.0248976
3.39781,0.000229115,0.0164404,0.0246641
3.39727,0.0139022,0.0389307,0.0240788
3.3971,0.0191077,0.0398633,0.0244624
3.39706,0.0299773,0.0223792,0.024649
3.39686,0.0,0.0332495,0.0242223
3.39681,0.0205474,0.0396611,0.0249733
3.39677,0.0243762,0.0101879,0.0248907
3.39669,0.00977527,0.0398376,0.0241035
3.39645,0.0156114,0.0384919,0.0244139
3.39615,0.0243093,0.010677,0.025
3.39607,0.0299286,0.0221543,0.0247576
3.39581,0.03,0.0238894,0.0245
3.39578,0.0187518,0.0385039,0.025
3.39552,0.000546613,0.0338233,0.0248296
3.3955,0.0299125,0.0262228,0.0247826
3.39492,0.0297978,0.02195,0.0249017
3.39488,0.0179208,0.0387532,0.0246947
3.39483,0.000914402,0.0198318,0.0229682
3.39473,0.000148691,0.0167849,0.0243994
3.39447,0.0028648,0.0337557,0.025
3.39436,0.0106767,0.0380868,0.0245473
3.39429,0.03,0.0242068,0.0245
3.39416,0.0123571,0.04,0.023615
3.39412,0.0299771,0.0258625,0.0246495
3.39405,0.00693822,0.0105657,0.0248039
3.39403,0.00207996,0.0338708,0.025
3.39401,0.00709236,0.0107605,0.0247732
3.39381,0.02991,0.0220167,0.0247861
3.39367,0.03,0.0246278,0.0245
3.3936,0.0195347,0.0393406,0.0248274
3.39335,0.0173296,0.0392298,0.0243391
3.39327,0.029929,0.026082,0.0247568
3.39303,0.0224966,0.0101823,0.0241355
3.39297,0.0296612,0.0220459,0.0249733
3.39278,0.00792331,0.0106228,0.0244108
3.39276,0.00752714,0.0106604,0.0245789
3.39265,0.00752256,0.01018,0.0244662
3.39233,0.0176997,0.0396045,0.0242306
3.39204,0.0296509,0.0256032,0.0249767
3.39193,0.0111108,0.0393672,0.0240444
3.39168,0.03,0.0236296,0.0245
3.39162,0.029984,0.0257256,0.0246253
3.39157,0.0086048,0.0397529,0.0244653
3.39153,0.0223991,0.01,0.0240006
3.39146,0.0130325,0.036676,0.025
3.39144,0.0174697,0.0395646,0.024199
3.39142,0.03,0.0243367,0.0245
3.39129,0.0185405,0.04,0.024226
3.39122,0.00454469,0.0257537,0.025
3.39118,0.03,0.0234965,0.0245
3.39086,0.03,0.0247769,0.0245
3.39068,0.00874015,0.0116966,0.0243784
3.39038,0.0234357,0.0108652,0.0247466
3.39007,0.0298047,0.026298,0.0248964
3.38981,0.0176309,0.0385925,0.0246988
3.38941,0.000542233,0.0171461,0.0242537
3.38926,0.03,0.0237595,0.0245
3.38912,0.00657611,0.010879,0.025
3.38875,0.0184021,0.04,0.0241837
3.38818,0.0181352,0.0394054,0.024425
3.3881,0.0,0.016926,0.0242121
3.38792,0.03,0.0231869,0.0245
3.38765,0.00100288,0.017989,0.023884
3.38743,0.0224521,0.0106193,0.0243149
