Block Name,Point ID,FamilyIdNode,NumIdNode,Points_0,Points_1,Points_2,Points_Magnitude
dataset_1,357,0,3439,0.0103287,0.00538993,0.011783,0.0165703
dataset_1,358,0,3440,0.0192406,0.00504162,0.012649,0.0235715
dataset_1,359,0,3441,0.0194461,0.00929404,0.0122875,0.0248095
dataset_1,360,0,3442,0.0197729,0.00529019,0.0114897,0.0234727
dataset_1,361,0,3443,0.0197769,0.00562633,0.00852325,0.0222582
dataset_1,362,0,3444,0.0179611,0.00554981,0.00597109,0.0197244
dataset_1,363,0,3445,0.0105966,0.040661,0.0123685,0.0438017
dataset_1,364,0,3446,0.0194361,0.0140248,0.0123067,0.0269427
dataset_1,365,0,3447,0.0100022,0.00545012,0.0101484,0.0152558
dataset_1,366,0,3448,0.0101217,0.0446454,0.0110964,0.047104
dataset_1,367,0,3449,0.0194273,0.0296791,0.0123236,0.0375518
dataset_1,368,0,3450,0.0194349,0.0359024,0.012309,0.0426405
dataset_1,369,0,3451,0.0165603,0.00551679,0.00524968,0.0182274
dataset_1,370,0,3452,0.0134424,0.00549378,0.0052488,0.0154412
dataset_1,371,0,3453,0.0106807,0.0421568,0.0125187,0.0452548
dataset_1,372,0,3454,0.0194392,0.0124438,0.0123007,0.0261542
dataset_1,373,0,3455,0.0165835,0.0445502,0.00525738,0.0478265
dataset_1,374,0,3456,0.0196869,0.0441793,0.0117416,0.049772
dataset_1,375,0,3457,0.0105665,0.0234333,0.0123117,0.0285017
dataset_1,376,0,3458,0.0108473,0.0434439,0.0127848,0.0465671
dataset_1,377,0,3459,0.010012,0.0446651,0.00965381,0.0467804
dataset_1,378,0,3460,0.017989,0.0445258,0.00599177,0.0483948
dataset_1,379,0,3461,0.015041,0.0445753,0.00500017,0.0473095
dataset_1,380,0,3462,0.0110657,0.0446704,0.00691437,0.0465371
dataset_1,381,0,3463,0.0105675,0.0249976,0.0123137,0.0298023
dataset_1,382,0,3464,0.0105739,0.0359338,0.0123259,0.0394332
dataset_1,383,0,3465,0.0109181,0.00551924,0.00711248,0.0141511
dataset_1,384,0,3466,0.0194281,0.0281217,0.0123221,0.0363334
dataset_1,385,0,3467,0.0105779,0.0375001,0.0123334,0.0408689
dataset_1,386,0,3468,0.0194452,0.010866,0.0122891,0.0254403
dataset_1,387,0,3469,0.0194273,0.0234368,0.0123236,0.0328417
dataset_1,388,0,3470,0.0194256,0.0312364,0.0123269,0.0387946
dataset_1,389,0,3471,0.0105707,0.0312501,0.0123197,0.0352148
dataset_1,390,0,3472,0.0103307,0.044685,0.00821182,0.046593
dataset_1,391,0,3473,0.0194339,0.0171727,0.0123109,0.0287078
dataset_1,392,0,3474,0.0102085,0.00555269,0.00857128,0.0144399
dataset_1,393,0,3475,0.0198117,0.0444896,0.00864068,0.049462
dataset_1,394,0,3476,0.0120363,0.00550225,0.00597301,0.0145198
dataset_1,395,0,3477,0.0105921,0.00935727,0.0123602,0.0187756
dataset_1,396,0,3478,0.0194283,0.0218733,0.0123217,0.0317447
dataset_1,397,0,3479,0.0194319,0.0187424,0.0123147,0.0296737
dataset_1,398,0,3480,0.01942,0.00776487,0.0123374,0.0242825
dataset_1,399,0,3481,0.0105689,0.0265612,0.0123162,0.031127
dataset_1,400,0,3482,0.0195057,0.0390467,0.0121675,0.0453119
dataset_1,401,0,3483,0.0105706,0.0328114,0.0123196,0.0366073
dataset_1,402,0,3484,0.0105664,0.0187347,0.0123115,0.0247833
dataset_1,403,0,3485,0.0105678,0.0155897,0.0123142,0.0225023
dataset_1,404,0,3486,0.0105639,0.0124334,0.0123068,0.0204363
dataset_1,405,0,3487,0.0196624,0.0423447,0.0118061,0.0481567
dataset_1,406,0,3488,0.0194253,0.0343469,0.0123275,0.0413403
dataset_1,407,0,3489,0.0105257,0.00679731,0.0122318,0.0175103
dataset_1,408,0,3490,0.0194278,0.0265617,0.0123227,0.0351399
dataset_1,409,0,3491,0.0194354,0.0155989,0.012308,0.0277947
dataset_1,410,0,3492,0.019344,0.00632059,0.0124759,0.0238702
dataset_1,411,0,3493,0.0105854,0.0390747,0.0123476,0.0423243
dataset_1,412,0,3494,0.0121576,0.0446359,0.00588649,0.046635
dataset_1,413,0,3495,0.0194592,0.0374646,0.0122618,0.0439614
dataset_1,414,0,3496,0.01057,0.0281243,0.0123183,0.0324722
dataset_1,415,0,3497,0.010107,0.0210788,0.0110288,0.0258476
dataset_1,416,0,3498,0.0114336,0.00690026,0.00649561,0.0148504
dataset_1,417,0,3499,0.01991,0.0381746,0.0109444,0.0444239
dataset_1,418,0,3500,0.0198845,0.0335465,0.0110686,0.0405373
dataset_1,419,0,3501,0.0198738,0.00678402,0.0111162,0.0237605
dataset_1,420,0,3502,0.0157933,0.00689076,0.00506334,0.0179597
dataset_1,421,0,3503,0.0198931,0.0163766,0.0110284,0.0280277
dataset_1,422,0,3504,0.0101076,0.0179348,0.0110317,0.0233563
dataset_1,423,0,3505,0.0101103,0.0147831,0.0110444,0.0210413
dataset_1,424,0,3506,0.0199991,0.0430727,0.00990771,0.0485117
dataset_1,425,0,3507,0.0199728,0.00725397,0.00947909,0.0232677
dataset_1,426,0,3508,0.0101093,0.0273425,0.0110397,0.0311719
dataset_1,427,0,3509,0.0101052,0.00993149,0.0110204,0.0179499
dataset_1,428,0,3510,0.0101177,0.0382788,0.0110786,0.0411142
dataset_1,429,0,3511,0.0101102,0.0289067,0.0110441,0.0325543
dataset_1,430,0,3512,0.0198884,0.0304512,0.0110506,0.0380123
dataset_1,431,0,3513,0.0199024,0.0100096,0.0109829,0.0248379
dataset_1,432,0,3514,0.0101237,0.0398842,0.0111051,0.0426211
dataset_1,433,0,3515,0.0185639,0.00698351,0.00649302,0.0208697
dataset_1,434,0,3516,0.0198883,0.0257808,0.0110509,0.0343849
dataset_1,435,0,3517,0.0100269,0.00712883,0.00948243,0.015533
dataset_1,436,0,3518,0.0101098,0.0335911,0.0110423,0.0367764
dataset_1,437,0,3519,0.0158066,0.0432029,0.00506549,0.0462817
dataset_1,438,0,3520,0.0128205,0.0432713,0.00550001,0.0454645
dataset_1,439,0,3521,0.0198893,0.0288983,0.0110462,0.0367793
dataset_1,440,0,3522,0.0101069,0.0226467,0.0110283,0.0271413
dataset_1,441,0,3523,0.0194818,0.00701622,0.00778336,0.0221212
dataset_1,442,0,3524,0.0100088,0.0432821,0.0102969,0.045602
dataset_1,443,0,3525,0.0198937,0.0366313,0.0110255,0.0431181
dataset_1,444,0,3526,0.0172959,0.00693469,0.00555828,0.0194456
dataset_1,445,0,3527,0.0142113,0.00687009,0.0050626,0.0165767
