Compiling model...
'compile' took 0.374852 s
Warning: epochs is deprecated and will be removed in a future version. Use iterations instead.
Training model...
Step      Train loss                        Test loss                         Test metric
0         [1.01e-04, 1.20e+03, 2.48e+03]    [1.01e-04, 1.20e+03, 2.48e+03]    []
100       [2.89e-16, 5.83e+01, 6.35e+01]    [2.89e-16, 5.83e+01, 6.35e+01]    []
200       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
300       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
400       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
500       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
600       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
700       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
800       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
900       [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1000      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1100      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1200      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1300      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1400      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1500      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1600      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1700      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1800      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
1900      [2.88e-16, 5.80e+01, 6.38e+01]    [2.88e-16, 5.80e+01, 6.38e+01]    []
