Compiling model...
'compile' took 0.263751 s
Warning: epochs is deprecated and will be removed in a future version. Use iterations instead.
Training model...
Step      Train loss                        Test loss                         Test metric
10400     [5.30e-07, 5.80e+01, 6.38e+01]    [5.30e-07, 5.80e+01, 6.38e+01]    []
10500     [5.31e-07, 5.80e+01, 6.38e+01]    [5.31e-07, 5.80e+01, 6.38e+01]    []
10600     [5.31e-07, 5.80e+01, 6.38e+01]    [5.31e-07, 5.80e+01, 6.38e+01]    []
10700     [5.31e-07, 5.80e+01, 6.38e+01]    [5.31e-07, 5.80e+01, 6.38e+01]    []
10800     [5.32e-07, 5.80e+01, 6.38e+01]    [5.32e-07, 5.80e+01, 6.38e+01]    []
10900     [5.32e-07, 5.80e+01, 6.38e+01]    [5.32e-07, 5.80e+01, 6.38e+01]    []
11000     [5.33e-07, 5.80e+01, 6.38e+01]    [5.33e-07, 5.80e+01, 6.38e+01]    []
11100     [5.34e-07, 5.80e+01, 6.38e+01]    [5.34e-07, 5.80e+01, 6.38e+01]    []
11200     [5.34e-07, 5.80e+01, 6.38e+01]    [5.34e-07, 5.80e+01, 6.38e+01]    []
11300     [5.35e-07, 5.80e+01, 6.38e+01]    [5.35e-07, 5.80e+01, 6.38e+01]    []
11400     [5.36e-07, 5.80e+01, 6.38e+01]    [5.36e-07, 5.80e+01, 6.38e+01]    []
11500     [5.37e-07, 5.80e+01, 6.38e+01]    [5.37e-07, 5.80e+01, 6.38e+01]    []
11600     [5.38e-07, 5.80e+01, 6.38e+01]    [5.38e-07, 5.80e+01, 6.38e+01]    []
11700     [5.39e-07, 5.80e+01, 6.38e+01]    [5.39e-07, 5.80e+01, 6.38e+01]    []
11800     [5.40e-07, 5.80e+01, 6.38e+01]    [5.40e-07, 5.80e+01, 6.38e+01]    []
11900     [5.41e-07, 5.80e+01, 6.38e+01]    [5.41e-07, 5.80e+01, 6.38e+01]    []
12000     [5.43e-07, 5.80e+01, 6.38e+01]    [5.43e-07, 5.80e+01, 6.38e+01]    []
12100     [5.44e-07, 5.80e+01, 6.38e+01]    [5.44e-07, 5.80e+01, 6.38e+01]    []
12200     [5.46e-07, 5.80e+01, 6.38e+01]    [5.46e-07, 5.80e+01, 6.38e+01]    []
12300     [5.48e-07, 5.80e+01, 6.38e+01]    [5.48e-07, 5.80e+01, 6.38e+01]    []
12400     [5.50e-07, 5.80e+01, 6.38e+01]    [5.50e-07, 5.80e+01, 6.38e+01]    []
12500     [5.52e-07, 5.80e+01, 6.38e+01]    [5.52e-07, 5.80e+01, 6.38e+01]    []
12600     [5.55e-07, 5.80e+01, 6.38e+01]    [5.55e-07, 5.80e+01, 6.38e+01]    []
12700     [5.57e-07, 5.80e+01, 6.38e+01]    [5.57e-07, 5.80e+01, 6.38e+01]    []
12800     [5.60e-07, 5.80e+01, 6.38e+01]    [5.60e-07, 5.80e+01, 6.38e+01]    []
12900     [5.64e-07, 5.80e+01, 6.38e+01]    [5.64e-07, 5.80e+01, 6.38e+01]    []
13000     [5.67e-07, 5.80e+01, 6.38e+01]    [5.67e-07, 5.80e+01, 6.38e+01]    []
13100     [5.71e-07, 5.80e+01, 6.38e+01]    [5.71e-07, 5.80e+01, 6.38e+01]    []
13200     [5.76e-07, 5.80e+01, 6.38e+01]    [5.76e-07, 5.80e+01, 6.38e+01]    []
13300     [5.81e-07, 5.80e+01, 6.38e+01]    [5.81e-07, 5.80e+01, 6.38e+01]    []
13400     [5.86e-07, 5.80e+01, 6.38e+01]    [5.86e-07, 5.80e+01, 6.38e+01]    []
13500     [5.92e-07, 5.80e+01, 6.38e+01]    [5.92e-07, 5.80e+01, 6.38e+01]    []
13600     [5.99e-07, 5.80e+01, 6.38e+01]    [5.99e-07, 5.80e+01, 6.38e+01]    []
13700     [6.07e-07, 5.80e+01, 6.38e+01]    [6.07e-07, 5.80e+01, 6.38e+01]    []
13800     [6.15e-07, 5.80e+01, 6.38e+01]    [6.15e-07, 5.80e+01, 6.38e+01]    []
