Points_0,Points_1,Points_2,Temperature
0.03,0.023136,0.0237401,48.1002
0.03,0.0194352,0.0235035,47.9334
0.03,0.0204485,0.0237152,48.2187
0.03,0.0173491,0.0232337,47.489
0.03,0.0377926,0.0238117,45.1336
0.03,0.0223282,0.0236612,48.0471
0.03,0.0212401,0.0234305,47.7786
0.03,0.0157526,0.0236869,48.0847
0.03,0.0241735,0.0235875,47.78
0.03,0.0198651,0.0235505,47.9972
0.03,0.0360357,0.0235473,45.2857
0.03,0.0349027,0.0235615,45.6032
0.03,0.031015,0.0233413,46.2805
0.03,0.0368372,0.0235978,45.1379
0.03,0.0375786,0.0236237,44.9967
0.03,0.0364591,0.0235196,45.1517
0.03,0.0299067,0.0234772,46.7028
0.03,0.0133506,0.023779,48.1216
0.03,0.0246279,0.0234788,47.578
0.03,0.0356219,0.0234701,45.3096
0.03,0.0281574,0.0236488,47.2729
0.03,0.0131437,0.023495,47.737
0.03,0.030239,0.0235946,46.7797
0.03,0.0139863,0.0237156,48.0616
0.03,0.0135966,0.0236122,47.9034
0.03,0.0207909,0.023544,47.9616
0.03,0.0227335,0.0235295,47.8284
0.03,0.0151202,0.0232801,47.4693
0.03,0.0379383,0.0235422,44.8411
6.57296e-05,0.0101813,0.0247478,49.3401
0.00018595,0.0103637,0.0248891,49.4167
0.000364466,0.0105784,0.0249813,49.5086
0.000338926,0.010764,0.0249733,49.5542
0.000339585,0.011157,0.0249736,49.6748
0.000335178,0.0115509,0.0249721,49.8296
0.000342418,0.0119431,0.0249745,50.0046
0.000346854,0.0123334,0.024976,50.1909
0.000348289,0.0127209,0.0249764,50.3959
0.00033206,0.0131205,0.024971,50.6069
0.000338511,0.013521,0.0249732,50.8297
0.000342593,0.0139074,0.0249746,51.0547
0.00033386,0.0142941,0.0249716,51.287
0.000331833,0.0146911,0.0249709,51.5212
0.000341525,0.0150848,0.0249742,51.7578
0.000339721,0.0154729,0.0249736,51.9962
0.000330246,0.0158718,0.0249703,52.247
0.000337099,0.0162798,0.0249727,52.4993
0.000345316,0.0166704,0.0249755,52.7328
0.000346486,0.0170564,0.0249759,52.9627
0.000333409,0.0174517,0.0249714,53.2065
0.00033677,0.0178525,0.0249726,53.4488
0.000341513,0.0182448,0.0249742,53.6719
0.000337925,0.0186321,0.024973,53.8932
0.000333568,0.0190237,0.0249715,54.1109
0.000341581,0.0194156,0.0249742,54.3174
0.000337144,0.0198045,0.0249727,54.511
0.000331964,0.0202049,0.0249709,54.6934
0.000333143,0.0206072,0.0249713,54.8755
0.000331819,0.0210088,0.0249709,55.0377
0.000340953,0.0214008,0.024974,55.185
0.000334999,0.0217867,0.024972,55.3232
0.000338891,0.0221753,0.0249733,55.4408
0.000334607,0.0225673,0.0249719,55.5535
0.000333949,0.0229617,0.0249716,55.6495
0.000337441,0.0233578,0.0249728,55.7287
0.000322779,0.0237613,0.0249675,55.8036
0.000349024,0.0241494,0.0249767,55.8527
0.000332,0.0245398,0.0249709,55.8837
0.000338544,0.024944,0.0249732,55.909
0.000349736,0.0253291,0.0249769,55.9024
0.000335139,0.0257178,0.024972,55.8993
0.000332994,0.026118,0.0249713,55.8707
0.000341568,0.0265123,0.0249742,55.8249
0.000339531,0.0269016,0.0249736,55.7661
0.000335466,0.0272971,0.0249722,55.6931
0.000339797,0.0276922,0.0249736,55.597
0.000334167,0.0280858,0.0249717,55.4873
0.000338847,0.0284775,0.0249733,55.3698
0.000331288,0.0288727,0.0249707,55.2314
0.000338914,0.0292721,0.0249733,55.0737
0.000335117,0.0296674,0.024972,54.9021
0.000334758,0.0300659,0.0249719,54.7182
0.000336038,0.0304639,0.0249724,54.5167
0.000342431,0.0308489,0.0249745,54.3093
0.000333791,0.0312349,0.0249716,54.0917
0.000331753,0.031631,0.0249708,53.8568
0.000338228,0.0320252,0.0249731,53.6144
0.000331566,0.0324181,0.0249708,53.3685
0.000325393,0.0328168,0.0249685,53.1085
0.000331133,0.0332207,0.0249706,52.8453
0.000338193,0.0336165,0.0249731,52.5791
0.000341607,0.0340047,0.0249742,52.3162
0.000338493,0.0343938,0.0249732,52.0593
0.000333866,0.034789,0.0249716,51.7966
0.000341097,0.0351816,0.0249741,51.5441
0.000333449,0.0355689,0.0249714,51.2956
0.000330387,0.0359665,0.0249704,51.0377
0.000331423,0.0363702,0.0249707,50.786
0.000339324,0.0367678,0.0249735,50.5488
0.000334668,0.0371632,0.0249719,50.3181
0.000335078,0.0375627,0.024972,50.0946
0.000340478,0.0379552,0.0249739,49.8855
0.000346828,0.0383325,0.024976,49.6971
0.00034742,0.0386843,0.0249762,49.5409
0.000346589,0.0390007,0.0249759,49.4128
0.000357638,0.0393002,0.0249793,49.3115
0.000386186,0.0394484,0.0249869,49.2785
0.000211276,0.039631,0.0249082,49.1946
0.00010248,0.0397971,0.0248033,49.1251
1.4771e-05,0.0398857,0.0246206,49.0565
1.68885e-05,0.0396252,0.0246289,49.0957
1.93118e-05,0.0393385,0.0246376,49.1695
2.06251e-05,0.0390439,0.0246421,49.2692
2.30753e-05,0.0387428,0.0246501,49.3918
2.15586e-05,0.0384416,0.0246452,49.525
2.27387e-05,0.0381329,0.0246491,49.6776
1.28064e-05,0.0378519,0.0246124,49.8057
1.96751e-05,0.0375568,0.0246389,49.9784
1.77666e-05,0.0372927,0.0246321,50.1267
1.9166e-05,0.0370279,0.0246371,50.2814
1.97814e-05,0.0367244,0.0246392,50.4654
1.65943e-05,0.0364305,0.0246277,50.6375
1.65106e-05,0.0361396,0.0246274,50.8162
1.73816e-05,0.0358491,0.0246307,51.0038
1.63047e-05,0.0355668,0.0246266,51.18
2.02741e-05,0.0352775,0.0246409,51.3743
1.73782e-05,0.0349853,0.0246307,51.5648
2.01588e-05,0.0346814,0.0246405,51.7704
1.27252e-05,0.0343966,0.0246121,51.9379
2.07241e-05,0.0341035,0.0246425,52.1591
1.96763e-05,0.0337876,0.0246389,52.3668
1.93312e-05,0.0335222,0.0246377,52.5455
1.68754e-05,0.0332192,0.0246288,52.7388
1.71776e-05,0.0329408,0.0246299,52.9261
2.74821e-05,0.0326797,0.0246635,53.1189
1.66551e-05,0.032379,0.024628,53.2885
1.8755e-05,0.0320937,0.0246357,53.4769
1.69266e-05,0.0318066,0.024629,53.6476
1.84477e-05,0.0315159,0.0246346,53.8359
1.66376e-05,0.0312376,0.0246279,53.9909
2.07372e-05,0.0309422,0.0246425,54.1635
1.87508e-05,0.0306437,0.0246356,54.3254
1.824e-05,0.0303935,0.0246338,54.4582
1.81675e-05,0.0300941,0.0246336,54.6104
2.03969e-05,0.0297988,0.0246414,54.744
1.73131e-05,0.0294969,0.0246304,54.8804
1.92412e-05,0.0292049,0.0246374,55.0075
1.69093e-05,0.0289064,0.0246289,55.1165
1.22736e-05,0.0286322,0.0246101,55.2071
2.07631e-05,0.0283456,0.0246426,55.3253
1.63194e-05,0.0280541,0.0246267,55.4037
1.98856e-05,0.0277657,0.0246396,55.4938
2.10298e-05,0.0274525,0.0246435,55.5714
1.86479e-05,0.0271818,0.0246353,55.6218
2.02998e-05,0.0269147,0.024641,55.6864
2.1701e-05,0.0266012,0.0246457,55.7356
1.73554e-05,0.0263014,0.0246306,55.7606
1.94789e-05,0.0260122,0.0246382,55.7956
1.26306e-05,0.0257204,0.0246117,55.798
1.34349e-05,0.0254527,0.0246151,55.8058
2.2275e-05,0.0251419,0.0246476,55.8361
1.88659e-05,0.0248661,0.0246361,55.8219
1.7573e-05,0.0245591,0.0246314,55.7975
1.35329e-05,0.0242694,0.0246155,55.7636
3.1635e-05,0.0239598,0.024675,55.7654
1.47335e-05,0.0236924,0.0246205,55.688
1.96789e-05,0.0234153,0.0246389,55.6576
1.74185e-05,0.0231146,0.0246308,55.5902
1.84347e-05,0.0228232,0.0246345,55.5279
1.73921e-05,0.0225298,0.0246307,55.4463
1.98438e-05,0.0222305,0.0246395,55.3687
1.66699e-05,0.0219445,0.024628,55.272
1.99208e-05,0.0216663,0.0246397,55.1901
2.00724e-05,0.0213663,0.0246402,55.0763
1.64233e-05,0.0210768,0.0246271,54.9616
1.69531e-05,0.0207822,0.0246291,54.838
1.94274e-05,0.020491,0.024638,54.7225
1.7137e-05,0.0201873,0.0246298,54.5831
1.15611e-05,0.0199192,0.0246069,54.4413
2.1091e-05,0.0196357,0.0246437,54.3312
1.92131e-05,0.0193386,0.0246373,54.1698
1.73413e-05,0.0190459,0.0246305,54.0138
1.85187e-05,0.0187492,0.0246348,53.8477
1.93014e-05,0.018498,0.0246376,53.713
2.14226e-05,0.0181856,0.0246448,53.5343
1.34019e-05,0.0178935,0.024615,53.3505
1.89801e-05,0.0176004,0.0246365,53.1858
1.85263e-05,0.0173394,0.0246348,53.0301
2.16359e-05,0.0170628,0.0246455,52.8713
1.19753e-05,0.0167765,0.0246088,52.6767
2.09863e-05,0.0164725,0.0246433,52.5067
1.83718e-05,0.0161979,0.0246343,52.3357
1.70927e-05,0.0158927,0.0246296,52.1444
1.2423e-05,0.0156136,0.0246108,51.9604
2.15386e-05,0.015323,0.0246452,51.8003
2.00187e-05,0.0150164,0.0246401,51.6047
1.70231e-05,0.0147223,0.0246294,51.421
1.66483e-05,0.0144307,0.0246279,51.2421
1.9472e-05,0.0141501,0.0246382,51.0811
2.1381e-05,0.0138468,0.0246447,50.9048
1.27702e-05,0.013564,0.0246123,50.7233
2.02123e-05,0.0132706,0.0246407,50.5696
1.61408e-05,0.0129667,0.024626,50.3957
2.1323e-05,0.0126997,0.0246445,50.2579
9.32637e-06,0.0124262,0.0245961,50.0923
1.37439e-05,0.0121453,0.0246164,49.9598
2.18354e-05,0.011849,0.0246461,49.835
1.76723e-05,0.011542,0.0246318,49.6901
1.99973e-05,0.0112529,0.02464,49.5772
1.79466e-05,0.0109504,0.0246328,49.4676
1.86017e-05,0.0106581,0.0246351,49.3866
1.36534e-05,0.0103666,0.024616,49.3182
1.58713e-05,0.0101869,0.024625,49.3003
0.000118611,0.0102691,0.0248233,49.3765
0.000270658,0.01047,0.0249443,49.4632
0.000335596,0.0109594,0.0249722,49.6066
0.000335262,0.0113547,0.0249721,49.7489
0.00034156,0.011748,0.0249742,49.9162
0.000343348,0.0121377,0.0249748,50.0961
0.000354187,0.0125259,0.0249783,50.2898
0.000332401,0.0129171,0.0249711,50.4951
0.000337527,0.0133237,0.0249729,50.7188
0.000340492,0.0137149,0.0249739,50.9455
0.000341207,0.0140994,0.0249741,51.1665
0.000332006,0.0144903,0.0249709,51.4004
0.000334514,0.0148885,0.0249718,51.6438
0.000342783,0.0152786,0.0249746,51.8782
0.000335906,0.0156694,0.0249723,52.1213
0.000330445,0.016077,0.0249704,52.3747
0.000346786,0.016474,0.0249759,52.6162
0.000345044,0.0168594,0.0249754,52.8464
0.000335894,0.0172516,0.0249723,53.09
0.000334889,0.017653,0.024972,53.3321
0.000339601,0.0180492,0.0249736,53.5636
0.000339916,0.0184391,0.0249737,53.788
0.000337598,0.018826,0.0249729,54.0035
0.000335183,0.0192198,0.0249721,54.2138
0.000341999,0.0196092,0.0249744,54.4115
0.000329931,0.0200038,0.0249702,54.6038
0.000337621,0.0204066,0.0249729,54.782
0.000331296,0.0208067,0.0249707,54.9574
0.000333758,0.0212059,0.0249716,55.1144
0.000341428,0.021593,0.0249742,55.2538
0.000334586,0.0219796,0.0249718,55.386
0.000334447,0.0223717,0.0249718,55.5049
0.000338695,0.0227644,0.0249733,55.6099
0.000334161,0.0231584,0.0249717,55.6932
0.000329959,0.0235589,0.0249702,55.7698
0.000339504,0.0239547,0.0249735,55.8182
0.000340176,0.0243404,0.0249738,55.8648
0.000331381,0.024743,0.0249707,55.9061
0.000350233,0.0251355,0.024977,55.906
0.00033757,0.0255205,0.0249729,55.9165
0.000336391,0.0259171,0.0249725,55.8917
0.000334709,0.0263158,0.0249719,55.8522
0.000342695,0.0267065,0.0249746,55.8003
0.000335448,0.0270988,0.0249721,55.741
0.000339024,0.027495,0.0249734,55.6524
0.000334063,0.0278898,0.0249717,55.5479
0.000339792,0.0282824,0.0249736,55.4309
0.000335999,0.0286729,0.0249723,55.3047
0.0003337,0.0290725,0.0249715,55.1514
0.000334996,0.0294705,0.024972,54.9893
0.000339728,0.0298661,0.0249736,54.8112
0.000331726,0.0302656,0.0249708,54.6196
0.000339652,0.030657,0.0249736,54.4129
0.000341133,0.0310405,0.0249741,54.2031
0.00033192,0.0314305,0.0249709,53.9759
0.000333719,0.0318281,0.0249715,53.7413
0.000333365,0.0322219,0.0249714,53.4927
0.00032774,0.0326192,0.0249694,53.2402
0.000327869,0.0330197,0.0249694,52.9752
0.000337218,0.0334207,0.0249728,52.7193
0.000339998,0.0338105,0.0249737,52.4547
0.000340355,0.0341994,0.0249738,52.1915
0.000337957,0.0345897,0.024973,51.9288
0.000334895,0.034986,0.024972,51.6702
0.000340751,0.0353742,0.024974,51.4194
0.000331163,0.035765,0.0249706,51.1696
0.000330674,0.036167,0.0249705,50.9146
0.000333049,0.0365695,0.0249713,50.6638
0.000338563,0.0369651,0.0249732,50.4328
0.00033325,0.0373626,0.0249714,50.2062
0.000337377,0.037761,0.0249728,49.986
0.000344703,0.0381459,0.0249753,49.7891
0.000348006,0.0385131,0.0249763,49.6165
0.00034717,0.0388426,0.0249761,49.4756
0.000345361,0.0391504,0.0249755,49.359
0.000292737,0.039541,0.024955,49.2349
0.000146692,0.039712,0.0248538,49.1561
5.00241e-05,0.0398366,0.024718,49.0938
1.33218e-05,0.0397659,0.0246146,49.0675
2.15596e-05,0.0394843,0.0246452,49.1346
1.83717e-05,0.0391926,0.0246343,49.2136
2.17024e-05,0.0388942,0.0246457,49.3293
2.23027e-05,0.0385927,0.0246477,49.4576
2.15382e-05,0.0382911,0.0246452,49.5973
2.03482e-05,0.0379763,0.0246412,49.7543
1.95442e-05,0.0377111,0.0246384,49.8946
1.23386e-05,0.0374334,0.0246104,50.0342
1.23008e-05,0.0371659,0.0246102,50.1872
2.01893e-05,0.0368758,0.0246406,50.3727
1.72263e-05,0.0365715,0.0246301,50.5528
1.81222e-05,0.0362831,0.0246334,50.7297
1.6285e-05,0.0359888,0.0246266,50.9133
1.57822e-05,0.0357109,0.0246246,51.0891
1.92952e-05,0.0354281,0.0246376,51.279
1.93451e-05,0.0351307,0.0246377,51.4707
1.74864e-05,0.0348327,0.0246311,51.6641
1.93858e-05,0.0345239,0.0246379,51.8727
1.91993e-05,0.0342568,0.0246372,52.0505
2.12616e-05,0.0339466,0.0246443,52.2675
1.26961e-05,0.0336616,0.024612,52.4376
1.97589e-05,0.0333695,0.0246392,52.65
1.61635e-05,0.0330815,0.0246261,52.8328
1.25188e-05,0.0328052,0.0246112,53.0055
1.93155e-05,0.0325243,0.0246376,53.2003
1.67539e-05,0.0322407,0.0246283,53.3797
1.85629e-05,0.0319516,0.024635,53.5647
1.67972e-05,0.0316576,0.0246285,53.741
1.64304e-05,0.0313718,0.0246271,53.9101
1.98576e-05,0.0310938,0.0246395,54.0816
2.07126e-05,0.0307938,0.0246424,54.2487
1.22475e-05,0.0305236,0.02461,54.3697
1.81521e-05,0.0302444,0.0246335,54.5303
2.13327e-05,0.0299474,0.0246445,54.682
1.77136e-05,0.0296518,0.0246319,54.8128
1.92383e-05,0.0293551,0.0246374,54.9457
1.72513e-05,0.0290595,0.0246302,55.0607
1.77884e-05,0.0287582,0.0246322,55.1816
1.94856e-05,0.0284972,0.0246382,55.27
1.91961e-05,0.0281935,0.0246372,55.3705
1.68411e-05,0.0279173,0.0246287,55.4445
2.1336e-05,0.0276099,0.0246445,55.5358
1.32502e-05,0.0273205,0.0246143,55.5828
1.29576e-05,0.0270428,0.0246131,55.6295
2.17961e-05,0.0267571,0.024646,55.71
2.11124e-05,0.0264486,0.0246438,55.7558
1.70111e-05,0.0261644,0.0246293,55.7748
1.95739e-05,0.0258589,0.0246385,55.8075
1.85377e-05,0.0255884,0.0246349,55.8123
2.26892e-05,0.0253067,0.0246489,55.8332
1.33012e-05,0.0249962,0.0246146,55.8112
1.74852e-05,0.0247095,0.0246311,55.8102
1.95505e-05,0.0244077,0.0246384,55.7913
2.31747e-05,0.0241314,0.0246505,55.77
1.26284e-05,0.023825,0.0246117,55.7035
1.62438e-05,0.0235597,0.0246264,55.6701
2.08633e-05,0.0232639,0.0246429,55.6323
1.67312e-05,0.022964,0.0246283,55.5527
1.925e-05,0.0226782,0.0246374,55.4928
1.75672e-05,0.0223802,0.0246314,55.4099
1.91042e-05,0.0220876,0.0246369,55.321
1.66606e-05,0.0218103,0.024628,55.2315
2.11856e-05,0.0215152,0.024644,55.134
1.68707e-05,0.0212201,0.0246288,55.019
1.84361e-05,0.0209321,0.0246345,54.9078
1.68825e-05,0.0206417,0.0246288,54.7817
1.98206e-05,0.0203395,0.0246394,54.6572
1.54611e-05,0.0200445,0.0246234,54.5131
1.90381e-05,0.0197862,0.0246367,54.3986
2.05274e-05,0.0194809,0.0246418,54.249
1.72473e-05,0.0191966,0.0246302,54.0899
1.96714e-05,0.0188988,0.0246389,53.938
1.2394e-05,0.0186271,0.0246106,53.7665
2.09846e-05,0.0183414,0.0246433,53.6278
2.06364e-05,0.018026,0.0246422,53.4445
1.95645e-05,0.0177553,0.0246385,53.284
1.23021e-05,0.017476,0.0246102,53.0982
1.34743e-05,0.0171978,0.0246153,52.9345
1.92448e-05,0.0169034,0.0246374,52.7661
1.97236e-05,0.0166387,0.024639,52.603
1.30473e-05,0.0163391,0.0246135,52.4089
1.70638e-05,0.0160491,0.0246295,52.2408
1.7905e-05,0.0157418,0.0246326,52.0528
1.9839e-05,0.0154773,0.0246394,51.8929
2.1038e-05,0.015165,0.0246435,51.6999
1.72613e-05,0.0148659,0.0246302,51.5061
1.9288e-05,0.0145758,0.0246375,51.3365
1.68675e-05,0.0142964,0.0246288,51.1615
2.06883e-05,0.0140025,0.0246423,50.995
1.97801e-05,0.0136895,0.0246392,50.8079
1.95966e-05,0.013424,0.0246386,50.6584
1.78548e-05,0.0131168,0.0246324,50.4813
1.23518e-05,0.0128401,0.0246105,50.317
1.60667e-05,0.0125511,0.0246257,50.1695
2.32692e-05,0.0122882,0.0246508,50.0471
2.0944e-05,0.0120038,0.0246432,49.9066
2.15778e-05,0.0116926,0.0246453,49.7624
1.7346e-05,0.0114013,0.0246306,49.6318
2.02307e-05,0.0111027,0.0246408,49.5226
1.73348e-05,0.0108061,0.0246305,49.4259
1.81824e-05,0.0105078,0.0246336,49.3518
0.000175868,0.0130148,0.0248807,50.5146
0.00020153,0.0118531,0.0249011,49.9299
0.000196555,0.0112592,0.0248974,49.6744
0.000154936,0.0105029,0.0248618,49.4317
0.000197916,0.0116639,0.0248984,49.8427
0.000196936,0.0110702,0.0248977,49.6061
0.000178819,0.0114621,0.0248832,49.7492
0.000211858,0.0124401,0.0249086,50.2263
0.000192751,0.012792,0.0248945,50.4042
4.85862e-05,0.0102928,0.024715,49.3451
0.000193295,0.0134361,0.0248949,50.7578
0.00019985,0.013817,0.0248999,50.9796
0.000195926,0.014183,0.0248969,51.1996
0.000190232,0.0145849,0.0248925,51.4334
0.000196832,0.0149921,0.0248976,51.684
0.000200388,0.0153642,0.0249003,51.9153
0.000188681,0.0157521,0.0248913,52.1532
0.000189395,0.0161973,0.0248918,52.4313
0.000220845,0.0165763,0.0249148,52.6818
0.000220622,0.0169574,0.0249147,52.9103
0.000185033,0.0173458,0.0248883,53.1294
0.00019045,0.0177623,0.0248927,53.3817
0.000199551,0.0181551,0.0248997,53.6099
0.000192548,0.0185352,0.0248943,53.8306
0.000193805,0.0189144,0.0248953,54.0422
0.000197038,0.0193201,0.0248978,54.2595
0.000198468,0.0196901,0.0248988,54.4492
0.000173289,0.0200961,0.0248785,54.6367
0.0001945,0.0205042,0.0248958,54.8368
0.000189866,0.0209174,0.0248922,54.9976
0.000196084,0.0213222,0.024897,55.1552
0.000196728,0.0216855,0.0248975,55.2962
0.000195336,0.0220776,0.0248965,55.4184
0.000178144,0.0224629,0.0248826,55.5282
0.000195034,0.022852,0.0248962,55.6324
0.000195001,0.0232563,0.0248962,55.733
0.000168733,0.0236583,0.0248745,55.7852
0.000221616,0.0240604,0.0249153,55.8599
0.000192458,0.0244211,0.0248942,55.8849
0.000190475,0.0248613,0.0248927,55.9141
0.000227477,0.0252316,0.0249192,55.937
0.000187015,0.0256071,0.0248899,55.91
0.000193169,0.0260113,0.0248948,55.8898
0.00019722,0.0264224,0.0248979,55.8463
0.000200366,0.0267958,0.0249003,55.7963
0.000186201,0.027193,0.0248893,55.7207
0.000198659,0.0275924,0.024899,55.6314
0.000176444,0.027986,0.0248812,55.5252
0.000197835,0.0283749,0.0248984,55.403
0.00018868,0.0287586,0.0248913,55.2736
0.000195731,0.0291791,0.0248968,55.1101
0.000179257,0.0295721,0.0248836,54.9425
0.000197503,0.0299654,0.0248981,54.765
0.000188506,0.0303852,0.0248911,54.5553
0.000199561,0.0307608,0.0248997,54.3553
0.000195801,0.0311251,0.0248968,54.1528
0.000190091,0.031525,0.0248924,53.9153
0.000194626,0.0319295,0.0248959,53.6693
0.0001758,0.0323129,0.0248806,53.4371
0.000160918,0.0327164,0.0248675,53.1631
0.000173848,0.0331333,0.024879,52.8898
0.000192768,0.0335352,0.0248945,52.6227
0.000199165,0.0339167,0.0248994,52.3734
0.000194079,0.0342984,0.0248955,52.1124
0.000194511,0.0346857,0.0248958,51.8514
0.000196943,0.0350949,0.0248977,51.5824
0.000195403,0.0354595,0.0248965,51.3458
0.000188406,0.0358598,0.024891,51.0861
0.000189591,0.036275,0.024892,50.8258
0.000195155,0.0366871,0.0248963,50.5748
0.000191192,0.0370735,0.0248932,50.343
0.000188041,0.0374828,0.0248907,50.1069
0.000193241,0.0378831,0.0248948,49.8934
0.000205442,0.0382515,0.024904,49.7102
0.000206774,0.0385923,0.024905,49.5489
0.000204651,0.0389124,0.0249034,49.4127
0.000190927,0.0392417,0.024893,49.2935
9.01274e-05,0.0395745,0.0247864,49.1611
0.000177259,0.039504,0.0248819,49.2112
7.34735e-05,0.0392627,0.0247609,49.237
0.000242779,0.0393927,0.0249288,49.264
0.000202991,0.0106533,0.0249022,49.4849
6.7365e-05,0.0295739,0.0247507,54.9135
9.13661e-05,0.0389777,0.0247881,49.3492
9.4368e-05,0.0386693,0.0247923,49.4758
9.34999e-05,0.0383512,0.0247911,49.6234
8.91864e-05,0.0380107,0.024785,49.7921
7.50121e-05,0.0378227,0.0247634,49.8824
7.24777e-05,0.0374075,0.0247593,50.1095
7.28325e-05,0.0371746,0.0247599,50.2441
8.67985e-05,0.036973,0.0247815,50.368
8.33394e-05,0.0366344,0.0247764,50.5741
6.44704e-05,0.0364962,0.0247456,50.6462
8.13971e-05,0.0362033,0.0247734,50.8356
8.06706e-05,0.0359295,0.0247723,51.0086
7.88683e-05,0.0357797,0.0247695,51.1079
8.30103e-05,0.0355115,0.0247759,51.2775
8.92628e-05,0.0351978,0.0247851,51.4901
6.72443e-05,0.0349028,0.0247504,51.6695
8.64245e-05,0.0345863,0.024781,51.8911
7.48824e-05,0.0343938,0.0247632,52.0171
9.01853e-05,0.0340184,0.0247864,52.2757
7.44288e-05,0.0336486,0.0247625,52.5149
8.57633e-05,0.0334538,0.02478,52.6532
6.39272e-05,0.0331449,0.0247446,52.8483
7.07426e-05,0.0328372,0.0247564,53.0513
8.53292e-05,0.0325823,0.0247794,53.2296
6.40156e-05,0.0323085,0.0247448,53.3869
8.25557e-05,0.0321748,0.0247752,53.4927
8.31808e-05,0.031868,0.0247762,53.6789
8.19862e-05,0.0315957,0.0247743,53.8487
6.41087e-05,0.0313098,0.0247449,54.0052
8.91942e-05,0.0310215,0.024785,54.1911
8.66041e-05,0.0306878,0.0247813,54.3711
7.05418e-05,0.0305076,0.0247561,54.4587
9.00005e-05,0.0298719,0.0247862,54.791
8.79092e-05,0.0292771,0.0247832,55.0487
8.54045e-05,0.0297132,0.0247795,54.862
8.63735e-05,0.0300321,0.0247809,54.7073
8.46435e-05,0.0294349,0.0247784,54.9845
8.37779e-05,0.0225972,0.0247771,55.5455
6.66902e-05,0.0289764,0.0247495,55.1555
7.28752e-05,0.0286412,0.0247599,55.2845
8.6876e-05,0.0284531,0.0247817,55.3601
8.31415e-05,0.028122,0.0247761,55.4703
8.33195e-05,0.0278463,0.0247764,55.5424
8.85778e-05,0.0275052,0.0247841,55.6334
7.504e-05,0.0273042,0.0247635,55.6694
7.42415e-05,0.0270677,0.0247622,55.722
8.85094e-05,0.0268708,0.024784,55.767
9.09001e-05,0.0265247,0.0247875,55.8203
6.55413e-05,0.0262268,0.0247475,55.8435
8.57601e-05,0.0259121,0.02478,55.8824
7.39501e-05,0.0257099,0.0247617,55.8816
7.70448e-05,0.0254715,0.0247667,55.8912
9.99605e-05,0.0252289,0.0247999,55.9027
7.68932e-05,0.0249918,0.0247664,55.8895
6.65975e-05,0.0246364,0.0247493,55.8621
7.95057e-05,0.0242884,0.0247705,55.8438
0.000102092,0.0240903,0.0248028,55.8319
6.8504e-05,0.0237897,0.0247526,55.7781
8.21423e-05,0.0235044,0.0247746,55.7418
8.34112e-05,0.0229084,0.0247765,55.6172
8.41454e-05,0.0223205,0.0247776,55.4642
8.72956e-05,0.0227536,0.0247823,55.5864
6.62472e-05,0.023045,0.0247487,55.6384
6.65686e-05,0.0224581,0.0247493,55.495
8.30602e-05,0.0220124,0.024776,55.3736
8.36808e-05,0.0217448,0.0247769,55.2789
8.96878e-05,0.0214305,0.0247857,55.1754
6.45582e-05,0.0211408,0.0247457,55.0531
8.1426e-05,0.0208485,0.0247735,54.9466
6.45084e-05,0.0207107,0.0247457,54.8762
8.7485e-05,0.0204102,0.0247825,54.7598
6.35036e-05,0.0200999,0.0247439,54.599
6.90536e-05,0.0199344,0.0247535,54.5295
8.64745e-05,0.0197527,0.0247811,54.4554
8.99166e-05,0.0194152,0.0247861,54.2882
6.7008e-05,0.0191194,0.02475,54.1121
8.52344e-05,0.0188113,0.0247792,53.9526
7.16527e-05,0.0186258,0.0247579,53.8397
8.71777e-05,0.0184356,0.0247821,53.7436
8.8476e-05,0.0180764,0.024784,53.5396
7.48608e-05,0.0178796,0.0247632,53.4137
8.41338e-05,0.0176693,0.0247776,53.2953
7.24863e-05,0.0174606,0.0247593,53.1644
7.58645e-05,0.0172147,0.0247648,53.0154
9.51586e-05,0.0169741,0.0247934,52.8774
6.29644e-05,0.0167714,0.0247429,52.7324
9.50546e-05,0.0165636,0.0247933,52.6346
7.56588e-05,0.0163302,0.0247645,52.476
6.65751e-05,0.0159719,0.0247493,52.2486
7.32581e-05,0.0156266,0.0247606,52.037
8.80957e-05,0.0154356,0.0247834,51.928
9.02493e-05,0.0150918,0.0247865,51.7151
6.53033e-05,0.0147932,0.0247471,51.5163
8.19061e-05,0.0145043,0.0247742,51.3517
8.35115e-05,0.0142346,0.0247767,51.1872
9.06593e-05,0.0139133,0.0247871,51.0031
7.48381e-05,0.0135501,0.0247631,50.7812
8.66454e-05,0.0133516,0.0247813,50.675
6.56863e-05,0.0130219,0.0247477,50.4754
7.29541e-05,0.0128446,0.0247601,50.377
9.83685e-05,0.0125953,0.0247978,50.2615
4.63858e-05,0.0124439,0.0247103,50.1464
8.217e-05,0.0121453,0.0247746,50.024
9.0577e-05,0.0119466,0.024787,49.9345
8.55848e-05,0.0116071,0.0247797,49.7764
8.43614e-05,0.0113294,0.0247779,49.6589
8.51618e-05,0.0110133,0.0247791,49.5443
6.6819e-05,0.0108751,0.0247497,49.4895
7.82681e-05,0.0105841,0.0247686,49.4215
7.53257e-05,0.0104204,0.0247639,49.3823
0.000204791,0.0122398,0.0249035,50.1157
0.000228294,0.0126161,0.0249197,50.3177
0.000180455,0.0108675,0.0248846,49.5346
6.12058e-05,0.0397067,0.0247397,49.1203
