# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.425481579848565161e-05 1.202935180664062500e+03 2.478387207031250000e+03 2.425481579848565161e-05 1.202935180664062500e+03 2.478387207031250000e+03
1.000000000000000000e+02 6.040243625640869141e+00 7.882682495117187500e+02 1.864294067382812500e+03 6.040243625640869141e+00 7.882682495117187500e+02 1.864294067382812500e+03
2.000000000000000000e+02 2.415181398391723633e-01 5.645938720703125000e+02 1.511030395507812500e+03 2.415181398391723633e-01 5.645938720703125000e+02 1.511030395507812500e+03
3.000000000000000000e+02 5.354819819331169128e-02 5.076412963867187500e+02 1.417037231445312500e+03 5.354819819331169128e-02 5.076412963867187500e+02 1.417037231445312500e+03
4.000000000000000000e+02 1.842384226620197296e-02 4.694623107910156250e+02 1.352833374023437500e+03 1.842384226620197296e-02 4.694623107910156250e+02 1.352833374023437500e+03
5.000000000000000000e+02 8.108505047857761383e-03 4.377826538085937500e+02 1.298736694335937500e+03 8.108505047857761383e-03 4.377826538085937500e+02 1.298736694335937500e+03
6.000000000000000000e+02 4.160402808338403702e-03 4.095453186035156250e+02 1.249820068359375000e+03 4.160402808338403702e-03 4.095453186035156250e+02 1.249820068359375000e+03
7.000000000000000000e+02 2.369674853980541229e-03 3.835967407226562500e+02 1.204226684570312500e+03 2.369674853980541229e-03 3.835967407226562500e+02 1.204226684570312500e+03
8.000000000000000000e+02 1.455812016502022743e-03 3.593852233886718750e+02 1.161074218750000000e+03 1.455812016502022743e-03 3.593852233886718750e+02 1.161074218750000000e+03
9.000000000000000000e+02 9.470164077356457710e-04 3.366037902832031250e+02 1.119876098632812500e+03 9.470164077356457710e-04 3.366037902832031250e+02 1.119876098632812500e+03
1.000000000000000000e+03 6.441057776100933552e-04 3.150613098144531250e+02 1.080333374023437500e+03 6.441057776100933552e-04 3.150613098144531250e+02 1.080333374023437500e+03
1.100000000000000000e+03 4.539790097624063492e-04 2.946283569335937500e+02 1.042246337890625000e+03 4.539790097624063492e-04 2.946283569335937500e+02 1.042246337890625000e+03
1.200000000000000000e+03 3.294741618447005749e-04 2.752113647460937500e+02 1.005473632812500000e+03 3.294741618447005749e-04 2.752113647460937500e+02 1.005473632812500000e+03
1.300000000000000000e+03 2.450651081744581461e-04 2.567392578125000000e+02 9.699091186523437500e+02 2.450651081744581461e-04 2.567392578125000000e+02 9.699091186523437500e+02
1.400000000000000000e+03 1.861548225861042738e-04 2.391555786132812500e+02 9.354707031250000000e+02 1.861548225861042738e-04 2.391555786132812500e+02 9.354707031250000000e+02
1.500000000000000000e+03 1.440069463569670916e-04 2.224143981933593750e+02 9.020926513671875000e+02 1.440069463569670916e-04 2.224143981933593750e+02 9.020926513671875000e+02
1.600000000000000000e+03 1.131940516643226147e-04 2.064769744873046875e+02 8.697208862304687500e+02 1.131940516643226147e-04 2.064769744873046875e+02 8.697208862304687500e+02
1.700000000000000000e+03 9.023598977364599705e-05 1.913101654052734375e+02 8.383099975585937500e+02 9.023598977364599705e-05 1.913101654052734375e+02 8.383099975585937500e+02
1.800000000000000000e+03 7.284012826858088374e-05 1.768848114013671875e+02 8.078211059570312500e+02 7.284012826858088374e-05 1.768848114013671875e+02 8.078211059570312500e+02
1.900000000000000000e+03 5.945879820501431823e-05 1.631749114990234375e+02 7.782202758789062500e+02 5.945879820501431823e-05 1.631749114990234375e+02 7.782202758789062500e+02
2.000000000000000000e+03 4.902598448097705841e-05 1.501572113037109375e+02 7.494776611328125000e+02 4.902598448097705841e-05 1.501572113037109375e+02 7.494776611328125000e+02
2.100000000000000000e+03 4.079255450051277876e-05 1.378101959228515625e+02 7.215664672851562500e+02 4.079255450051277876e-05 1.378101959228515625e+02 7.215664672851562500e+02
2.200000000000000000e+03 3.422305599087849259e-05 1.261140823364257812e+02 6.944625244140625000e+02 3.422305599087849259e-05 1.261140823364257812e+02 6.944625244140625000e+02
2.300000000000000000e+03 2.892803786380682141e-05 1.150504684448242188e+02 6.681441650390625000e+02 2.892803786380682141e-05 1.150504684448242188e+02 6.681441650390625000e+02
2.400000000000000000e+03 2.462150769133586437e-05 1.046020126342773438e+02 6.425910644531250000e+02 2.462150769133586437e-05 1.046020126342773438e+02 6.425910644531250000e+02
2.500000000000000000e+03 2.108969056280329823e-05 9.475228118896484375e+01 6.177847290039062500e+02 2.108969056280329823e-05 9.475228118896484375e+01 6.177847290039062500e+02
2.600000000000000000e+03 1.817099473555572331e-05 8.548564910888671875e+01 5.937079467773437500e+02 1.817099473555572331e-05 8.548564910888671875e+01 5.937079467773437500e+02
2.700000000000000000e+03 1.574169982632156461e-05 7.678707122802734375e+01 5.703444213867187500e+02 1.574169982632156461e-05 7.678707122802734375e+01 5.703444213867187500e+02
2.800000000000000000e+03 1.370654899801593274e-05 6.864212036132812500e+01 5.476791381835937500e+02 1.370654899801593274e-05 6.864212036132812500e+01 5.476791381835937500e+02
2.900000000000000000e+03 1.199137477669864893e-05 6.103671646118164062e+01 5.256977539062500000e+02 1.199137477669864893e-05 6.103671646118164062e+01 5.256977539062500000e+02
3.000000000000000000e+03 1.053775940818013623e-05 5.395723724365234375e+01 5.043869018554687500e+02 1.053775940818013623e-05 5.395723724365234375e+01 5.043869018554687500e+02
3.100000000000000000e+03 9.299338671553414315e-06 4.739027786254882812e+01 4.837335815429687500e+02 9.299338671553414315e-06 4.739027786254882812e+01 4.837335815429687500e+02
3.200000000000000000e+03 8.239165254053659737e-06 4.132266235351562500e+01 4.637255554199218750e+02 8.239165254053659737e-06 4.132266235351562500e+01 4.637255554199218750e+02
3.300000000000000000e+03 7.327362254727631807e-06 3.574144363403320312e+01 4.443511657714843750e+02 7.327362254727631807e-06 3.574144363403320312e+01 4.443511657714843750e+02
3.400000000000000000e+03 6.539899914059787989e-06 3.063370132446289062e+01 4.255990295410156250e+02 6.539899914059787989e-06 3.063370132446289062e+01 4.255990295410156250e+02
3.500000000000000000e+03 5.857101314177270979e-06 2.598666763305664062e+01 4.074583740234375000e+02 5.857101314177270979e-06 2.598666763305664062e+01 4.074583740234375000e+02
3.600000000000000000e+03 5.262786089588189498e-06 2.178752326965332031e+01 3.899186706542968750e+02 5.262786089588189498e-06 2.178752326965332031e+01 3.899186706542968750e+02
3.700000000000000000e+03 4.743679710372816771e-06 1.802346038818359375e+01 3.729697265625000000e+02 4.743679710372816771e-06 1.802346038818359375e+01 3.729697265625000000e+02
3.800000000000000000e+03 4.288778654881753027e-06 1.468159675598144531e+01 3.566015014648437500e+02 4.288778654881753027e-06 1.468159675598144531e+01 3.566015014648437500e+02
3.900000000000000000e+03 3.888877927238354459e-06 1.174892902374267578e+01 3.408042602539062500e+02 3.888877927238354459e-06 1.174892902374267578e+01 3.408042602539062500e+02
4.000000000000000000e+03 3.536315261953859590e-06 9.212375640869140625e+00 3.255686950683593750e+02 3.536315261953859590e-06 9.212375640869140625e+00 3.255686950683593750e+02
4.100000000000000000e+03 3.224595957362907939e-06 7.058594703674316406e+00 3.108850708007812500e+02 3.224595957362907939e-06 7.058594703674316406e+00 3.108850708007812500e+02
4.200000000000000000e+03 2.948248720713309012e-06 5.274119853973388672e+00 2.967444763183593750e+02 2.948248720713309012e-06 5.274119853973388672e+00 2.967444763183593750e+02
4.300000000000000000e+03 2.702677420529653318e-06 3.845220327377319336e+00 2.831376647949218750e+02 2.702677420529653318e-06 3.845220327377319336e+00 2.831376647949218750e+02
4.400000000000000000e+03 2.483926664353930391e-06 2.757888317108154297e+00 2.700556030273437500e+02 2.483926664353930391e-06 2.757888317108154297e+00 2.700556030273437500e+02
4.500000000000000000e+03 2.288641326231299900e-06 1.997851014137268066e+00 2.574892578125000000e+02 2.288641326231299900e-06 1.997851014137268066e+00 2.574892578125000000e+02
4.600000000000000000e+03 2.113943310178001411e-06 1.550514340400695801e+00 2.454297027587890625e+02 2.113943310178001411e-06 1.550514340400695801e+00 2.454297027587890625e+02
4.700000000000000000e+03 1.957342192326905206e-06 1.400954961776733398e+00 2.338676452636718750e+02 1.957342192326905206e-06 1.400954961776733398e+00 2.338676452636718750e+02
